"id" "region" "type_city" "type_school" "fund1" "fund2" "fund3" "fund4" "info1" "info2" "info3" "requirement1" "requirement2" "valuation1" "valuation2" "exchange" "culture" "intercultural_experiences" "foreign_languages" "gender1" "gender2" "soc_eco_disadvantage" "num_grade" "computer_stud" "connection" "portable" "whiteboards" "projectors" "computer_teac" "teach_f1" "teach_p1" "teach_f2" "teach_p2" "teach_f3" "teach_p3" "teach_f4" "teach_p4" "teach_f5" "teach_p5" "class" "left" "language_lessons" "help1" "help2" "help3"
"416" 38000421 "Italy" "large city" 0 50 35 0 15 "agree" "disagree" "disagree" "never" "always" "mandatory" "no" 1 1 1 1 723 597 30 265 65 65 10 60 60 30 95 13 95 5 0 0 95 13 4 0 "21-25 students" 0 0 0 0 1
"417" 38000422 "Sardegna" "city" 0 85 2 1 12 "agree" "strongly disagree" "strongly disagree" "never" "sometimes" "mandatory" "no" 0 1 1 0 547 386 60 107 90 80 15 40 40 12 140 17 120 7 0 0 100 10 4 0 "16-20 students" 5 1 0 1 1
"418" 38000423 "Italy" "town" 0 70 11 1 18 "strongly agree" "agree" "disagree" "always" "sometimes" "school initiative" "no" 0 0 1 1 359 335 5 163 284 284 180 38 40 290 92 22 77 NA 0 0 86 19 3 1 "16-20 students" 2 1 1 1 1
"419" 38000424 "Toscana" "town" 0 30 18 24 28 "agree" "disagree" "agree" "always" "sometimes" "mandatory" "no" 0 1 0 1 921 183 1 252 116 116 50 4 31 49 112 16 91 6 101 11 34 0 11 0 "21-25 students" 2 0 1 1 0
"420" 38000425 "Italy" "town" 1 90 0 0 10 "strongly agree" "agree" "strongly disagree" "always" "always" "school initiative" "mandatory" 0 1 0 1 82 19 18 15 44 22 22 1 8 6 3 11 0 0 0 0 1 8 0 1 "16-20 students" 12 0 1 1 1
"421" 38000426 "Italy" "city" 0 NA NA NA NA "agree" "agree" "disagree" "sometimes" "always" "school initiative" "mandatory" 0 0 0 0 524 23 30 122 120 120 45 32 10 20 120 10 100 NA 0 NA 120 NA 10 NA "16-20 students" 8 0 0 0 1
"422" 38000427 "Italy" "large city" 0 20 0 0 80 "agree" "agree" "strongly disagree" "always" "always" "school initiative" "no" 0 1 1 1 65 58 2 123 20 20 20 3 1 25 101 4 101 4 0 0 32 1 1 0 "21-25 students" NA 0 0 0 1
"423" 38000428 "Trento" "town" 0 80 15 NA 5 "strongly agree" "disagree" "agree" "always" "always" "mandatory" "mandatory" 1 0 1 1 650 325 1 180 250 250 25 65 65 85 130 15 110 15 20 0 0 0 0 0 "16-20 students" NA 1 0 1 0
"424" 38000429 "Italy" "city" 0 60 0 30 10 "strongly disagree" "disagree" "strongly disagree" "never" "always" "mandatory" "no" 0 0 0 1 662 660 30 191 25 25 4 6 1 3 98 12 98 0 5 0 45 0 1 0 "21-25 students" 1 1 0 0 0
"425" 38000430 "Sardegna" "small town" 0 88 12 0 0 "agree" "agree" "strongly agree" "always" "never" "school initiative" "no" 1 1 1 1 455 186 6 107 152 135 30 35 40 7 83 14 67 NA 1 0 67 10 0 0 "16-20 students" 1 0 1 1 1
"426" 38000431 "Italy" "town" 0 9 14 1 76 "disagree" "agree" "disagree" "never" "always" "mandatory" "no" 1 1 1 1 30 84 5 114 100 100 50 10 4 5 64 6 64 6 55 1 14 1 0 0 "21-25 students" 1 1 1 0 0
"427" 38000432 "Italy" "town" 0 33 12 0 55 "disagree" "disagree" "strongly agree" "sometimes" "sometimes" "school initiative" "school initiative" 1 1 1 1 327 423 28 144 300 300 170 29 30 40 98 20 91 18 91 0 91 0 1 0 "21-25 students" 1 1 1 1 1
"428" 38000433 "Italy" "town" 0 20 10 0 70 "disagree" "agree" "disagree" "never" "always" "mandatory" "mandatory" 0 1 1 1 310 298 62 88 40 40 10 35 2 5 NA NA NA NA NA NA NA NA NA NA "16-20 students" 0 1 0 0 1
"429" 38000434 "Italy" "small town" 0 60 31 0 9 "agree" "agree" "disagree" "always" "always" "school initiative" "mandatory" 1 1 1 1 643 495 20 228 135 135 10 10 10 76 197 26 196 25 0 0 174 23 1 1 "16-20 students" 3 0 1 1 1
"430" 38000435 "Italy" "town" 0 36 16 20 28 "agree" "disagree" "strongly disagree" "always" "always" "school initiative" "no" 1 0 0 1 261 315 0 135 40 40 0 34 40 32 51 9 51 6 0 3 51 6 0 0 "16-20 students" 1 1 0 0 1
"431" 38000436 "Trento" "small town" 0 NA NA NA NA "agree" "disagree" "agree" "never" "never" "mandatory" "mandatory" 1 0 0 1 386 178 10 108 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"432" 38000437 "Italy" "town" 0 60 30 5 5 "agree" "agree" "agree" "always" "always" "mandatory" "mandatory" 1 1 0 1 780 106 8 198 70 70 10 30 30 12 120 10 90 6 30 0 90 0 5 0 "21-25 students" 1 1 0 0 1
"433" 38000438 "Sardegna" "town" 0 78 15 2 5 "agree" "disagree" "strongly disagree" "never" "always" "mandatory" "no" 1 1 1 1 203 608 20 166 23 23 20 29 6 42 103 3 103 3 103 3 4 0 4 0 "21-25 students" 4 1 1 1 0
"434" 38000439 "Trento" "city" 0 87 4 0 9 "disagree" "agree" "agree" "never" "sometimes" "mandatory" "no" 1 1 0 1 331 827 5 257 210 210 5 25 28 10 206 14 165 11 3 0 NA 14 9 0 "16-20 students" 1 1 0 0 0
"435" 38000440 "Sardegna" "town" 0 38 12 0 50 "strongly disagree" "agree" "strongly disagree" "sometimes" "always" "school initiative" "mandatory" 1 0 1 1 720 485 25 270 55 55 0 42 10 5 215 10 185 10 NA NA NA NA 0 0 "16-20 students" 6 0 1 1 0
"436" 38000441 "Italy" "small town" 0 71 28 NA 1 "agree" "strongly disagree" "strongly disagree" "always" "always" "mandatory" "mandatory" 1 1 1 1 143 120 1 90 28 28 20 8 6 3 28 6 25 5 28 6 0 0 0 0 "21-25 students" NA 1 1 0 1
"437" 38000442 "Italy" "town" 0 61 39 NA NA "agree" "strongly disagree" "strongly disagree" "always" "never" "mandatory" "no" 1 0 1 1 248 405 1 114 28 28 28 0 32 7 65 13 30 2 0 0 NA NA 0 0 "16-20 students" NA 1 1 1 1
"438" 38000443 "Bolzano" "town" 0 100 0 0 0 "disagree" "disagree" "disagree" "sometimes" "sometimes" "school initiative" "mandatory" 1 1 1 1 262 265 99 510 50 25 20 0 30 25 56 14 45 13 35 7 21 7 0 0 "21-25 students" 3 1 1 1 1
"439" 38000444 "Sardegna" "small town" 0 80 10 NA 10 "agree" "agree" "agree" "never" "never" "school initiative" "no" 1 0 1 1 202 306 10 108 40 40 24 35 40 2 96 3 95 0 1 0 NA 0 0 0 "16-20 students" 0 0 0 0 0
"440" 38000445 "Italy" "town" 0 40 32 0 28 "agree" "disagree" "disagree" "never" "always" "mandatory" "mandatory" 0 1 0 0 276 1054 10 299 88 88 63 60 60 12 142 3 NA 0 NA 0 NA 0 2 0 "26-30 students" 0 1 0 0 1
"441" 38000446 "Toscana" "city" 0 40 0 5 55 "agree" "agree" "disagree" "never" "always" "mandatory" "mandatory" 1 0 0 1 1580 240 20 394 120 120 0 15 12 70 256 18 256 18 205 14 20 1 20 1 "16-20 students" 1 1 1 1 1
"442" 38000447 "Italy" "town" 0 80 10 1 9 "disagree" "agree" "strongly disagree" "never" "sometimes" "mandatory" "mandatory" 0 1 0 1 NA NA 40 NA 60 60 30 7 21 25 NA NA NA NA NA NA NA NA NA NA "26-30 students" 1 1 0 1 1
"443" 38000449 "Trento" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"444" 38000450 "Italy" "small town" 0 65 5 0 30 "agree" "agree" "strongly disagree" "always" "sometimes" "mandatory" "mandatory" 1 1 0 1 63 111 55 46 45 45 15 18 18 45 60 10 60 10 60 10 20 5 0 0 "46-50 students" 0 1 0 0 1
"445" 38000451 "Italy" "city" 0 50 32 15 3 "agree" "disagree" "disagree" "sometimes" "always" "school initiative" "mandatory" 1 0 1 1 536 553 NA 243 100 100 0 7 41 47 125 40 89 24 49 9 75 32 0 0 "16-20 students" NA 1 1 NA 1
"446" 38000452 "Bolzano" "city" 0 95 5 NA NA "agree" "agree" "agree" "sometimes" "always" "mandatory" "mandatory" 1 0 0 1 614 95 15 112 120 120 10 8 20 50 122 34 97 20 2 NA 97 26 4 NA "16-20 students" 14 1 1 0 0
"447" 38000453 "Toscana" "town" 0 NA NA NA NA "disagree" "disagree" "agree" "never" "always" "school initiative" "no" 1 0 0 1 551 377 NA 210 50 50 5 28 NA 10 NA NA NA NA NA NA NA NA NA NA "21-25 students" NA 1 1 0 0
"448" 38000454 "Italy" "town" 0 25 50 0 25 "agree" "strongly agree" "strongly disagree" "never" "always" "mandatory" "mandatory" 0 1 1 1 644 714 10 310 80 80 30 50 3 15 119 14 105 14 0 0 105 14 2 0 "21-25 students" NA 0 0 0 1
"449" 38000455 "Toscana" "town" 0 75 8 1 16 "agree" "disagree" "strongly disagree" "never" "always" "school initiative" "school initiative" 1 1 0 1 616 436 56 199 150 150 70 45 3 150 116 14 116 14 100 10 10 0 3 0 "16-20 students" 5 0 0 0 1
"450" 38000456 "Toscana" "city" 0 50 39 1 10 "agree" "disagree" "agree" "sometimes" "always" "school initiative" "no" 1 1 1 1 650 550 42 260 230 230 50 50 20 40 140 10 140 10 140 10 20 NA 5 NA "21-25 students" 2 1 NA 1 NA
"451" 38000457 "Italy" "small town" 0 62 0 10 28 "strongly agree" "agree" "disagree" "always" "always" "school initiative" "mandatory" 0 1 1 1 339 309 0 66 18 18 18 15 2 26 86 2 47 0 63 2 0 0 0 0 "21-25 students" 0 1 0 0 1
"452" 38000458 "Trento" "town" 0 90 5 5 NA "agree" "agree" "agree" "sometimes" "always" "school initiative" "no" 1 0 0 1 412 614 1 210 150 150 80 25 65 150 101 18 101 18 0 0 101 18 2 0 "16-20 students" NA 1 1 1 1
"453" 38000459 "Italy" "large city" 0 72 15 0 13 "agree" "disagree" "agree" "always" "always" "school initiative" "mandatory" 0 1 1 1 645 95 60 129 25 25 10 10 15 10 162 2 126 2 0 0 126 2 2 0 "16-20 students" 2 1 0 0 1
"454" 38000460 "Italy" "town" 0 55 30 15 NA "agree" "agree" "strongly disagree" "never" "sometimes" "mandatory" "mandatory" 1 1 0 1 240 248 10 190 36 36 0 22 5 2 34 9 34 8 NA NA 31 1 NA NA "21-25 students" 1 0 0 0 0
"455" 38000461 "Bolzano" "city" 1 70 20 NA 10 "agree" "disagree" "disagree" "sometimes" "always" "mandatory" "mandatory" 1 1 1 1 90 28 3 15 20 20 10 0 5 6 12 8 4 0 2 0 10 8 2 0 "16-20 students" 3 1 1 1 0
"456" 38000462 "Italy" "town" 0 70 10 0 20 "agree" "strongly agree" "disagree" "always" "always" "mandatory" "mandatory" 1 1 1 1 380 390 25 170 30 30 15 15 5 10 90 3 90 3 1 0 89 3 3 0 "21-25 students" NA 0 0 1 1
"457" 38000463 "Trento" "small town" 0 75 25 0 0 "disagree" "disagree" "agree" "never" "sometimes" "mandatory" "no" 1 0 0 1 259 327 5 131 81 81 0 6 40 50 78 15 78 15 78 15 76 15 0 0 "16-20 students" 0 0 1 1 1
"458" 38000464 "Sardegna" "town" 0 50 25 5 20 "disagree" "agree" "agree" "always" "sometimes" "mandatory" "no" 1 1 1 1 392 248 41 99 165 165 140 35 40 45 NA NA NA NA NA NA NA NA NA NA "15 students or fewer" 1 1 0 1 0
"459" 38000465 "Italy" "town" 0 10 50 0 40 "agree" "agree" "agree" "sometimes" "always" "mandatory" "no" 1 1 1 1 326 157 39 91 60 50 20 7 3 33 104 4 85 4 102 4 2 0 0 0 "21-25 students" 5 1 1 0 1
"460" 38000466 "Italy" "town" 0 46 9 0 45 "strongly agree" "agree" "agree" "sometimes" "sometimes" "mandatory" "mandatory" 1 1 1 1 369 238 12 144 100 100 20 30 35 15 107 1 NA 0 2 0 106 0 1 0 "21-25 students" 0 1 0 1 0
"461" 38000467 "Italy" "city" 0 NA NA NA NA "disagree" "agree" "disagree" "never" "never" "mandatory" "no" 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"462" 38000468 "Toscana" "town" 0 33 10 0 57 "strongly agree" "agree" "disagree" "always" "always" "school initiative" "no" 1 0 1 1 51 0 0 20 160 20 85 32 2 38 21 6 17 3 1 0 19 5 0 0 "16-20 students" 0 1 1 1 0
"463" 38000469 "Italy" "town" 0 37 9 0 54 "disagree" "disagree" "strongly disagree" "sometimes" "always" "school initiative" "mandatory" 1 1 1 1 348 595 2 205 10 10 10 51 4 60 82 NA 82 NA 0 NA 82 NA 2 NA "21-25 students" 0 0 0 0 1
"464" 38000470 "Italy" "city" 0 21 39 0 40 "disagree" "agree" "disagree" "never" "always" "mandatory" "no" 1 1 1 1 346 922 3 251 30 30 30 10 30 10 101 21 96 17 2 0 99 21 0 0 "26-30 students" 1 1 1 1 1
"465" 38000471 "Toscana" "city" 0 10 40 5 45 "strongly agree" "disagree" "agree" "always" "always" "mandatory" "school initiative" 1 1 0 1 700 500 33 230 200 200 80 54 10 15 140 5 NA NA 15 NA 130 NA 3 NA "21-25 students" 13 1 0 0 0
"466" 38000473 "Toscana" "town" 0 70 20 1 9 "agree" "agree" "strongly disagree" "sometimes" "always" "mandatory" "mandatory" 1 1 1 1 686 850 10 314 135 135 40 3 70 40 101 31 101 3 0 3 101 28 6 0 "26-30 students" 0 1 0 0 1
"467" 38000474 "Trento" "town" 0 65 30 0 5 "agree" "agree" "agree" "never" "always" "mandatory" "mandatory" 1 0 1 1 200 713 0 180 172 172 7 52 54 80 73 41 67 29 73 41 1 1 2 0 "21-25 students" 0 0 1 1 1
"468" 38000475 "Sardegna" "city" 0 80 20 NA NA "disagree" "disagree" "disagree" "sometimes" "sometimes" "school initiative" NA 1 0 1 1 242 328 5 120 35 35 9 25 2 7 65 NA 63 NA 0 NA 65 NA NA NA "21-25 students" NA 1 1 1 1
"469" 38000476 "Bolzano" "small town" 0 95 5 0 0 "disagree" "agree" "strongly disagree" "sometimes" "always" "mandatory" "mandatory" 1 0 1 1 98 118 1 45 52 NA 17 0 16 21 31 5 11 NA 25 NA 22 NA 25 NA "16-20 students" 10 0 1 1 1
"470" 38000477 "Sardegna" "small town" 0 40 29 0 31 "agree" "strongly disagree" "strongly disagree" "never" "always" "mandatory" "mandatory" 1 0 1 1 195 437 8 139 40 40 17 33 34 6 52 13 0 7 NA NA 52 13 0 0 "16-20 students" NA 0 0 0 1
"471" 38000478 "Bolzano" "city" 1 55 45 0 0 "agree" "agree" "agree" "never" "always" "mandatory" "mandatory" 0 1 1 1 143 66 15 21 54 54 28 1 3 4 13 14 1 6 13 14 NA NA NA NA "21-25 students" 3 1 1 1 1
"472" 38000479 "Bolzano" "town" 0 98 1 0 1 "agree" "disagree" "strongly disagree" "never" "always" "school initiative" "mandatory" 0 1 1 1 52 37 2 15 25 25 1 23 7 5 19 25 18 23 1 2 18 23 1 1 "15 students or fewer" 1 1 1 0 1
"473" 38000481 "Bolzano" "city" 0 100 NA NA NA "strongly agree" "agree" "strongly agree" "never" NA "mandatory" "mandatory" 1 1 1 1 842 118 39 84 400 400 80 0 60 400 78 34 NA NA NA NA NA NA NA NA "16-20 students" NA 1 1 0 1
"474" 38000482 "Italy" "town" 0 38 0 32 30 "strongly agree" "disagree" "agree" "never" "always" "mandatory" "no" 0 0 0 1 751 154 NA 163 180 180 40 45 5 30 99 10 68 2 2 0 82 8 0 0 "21-25 students" 1 1 1 1 0
"475" 38000483 "Italy" "small town" 0 30 9 61 0 "disagree" "disagree" "agree" "never" "never" "mandatory" "mandatory" 1 0 0 1 NA NA 21 NA 70 70 30 63 48 13 100 4 100 4 NA NA NA NA NA NA "21-25 students" 1 0 0 0 0
"476" 38000484 "Toscana" "town" 0 50 10 30 10 "agree" "disagree" "agree" "always" "sometimes" "mandatory" "mandatory" 1 1 1 1 211 972 3 225 100 100 30 12 5 10 99 9 99 9 4 0 95 9 0 0 "21-25 students" 2 1 1 0 1
"477" 38000485 "Italy" "city" 0 45 10 10 35 "disagree" "agree" "disagree" "never" "always" "mandatory" "school initiative" 0 1 1 1 400 300 27 150 20 20 5 10 10 10 95 2 NA NA 15 0 50 2 4 0 "16-20 students" 18 1 0 1 0
"478" 38000486 "Toscana" "town" 0 90 10 NA NA "agree" "strongly disagree" "strongly disagree" "never" "always" "school initiative" "no" 0 1 1 0 214 235 15 99 50 50 4 17 2 23 55 18 40 3 5 1 50 17 0 0 "16-20 students" NA 1 0 0 1
"479" 38000487 "Italy" "small town" 0 44 30 0 26 "agree" "disagree" "agree" "always" "always" "mandatory" "no" 1 1 0 1 1015 57 0 272 82 82 57 3 45 120 103 10 81 6 85 6 18 0 4 0 "21-25 students" 0 1 1 0 1
"480" 38000489 "Italy" "city" 0 30 70 0 0 "agree" "disagree" "disagree" "always" "always" "mandatory" "mandatory" 1 1 1 1 320 624 4 187 70 70 6 45 50 100 82 11 82 11 0 0 82 11 1 0 "21-25 students" NA 1 0 0 1
"481" 38000490 "Italy" "small town" 0 42 47 0 11 "agree" "agree" "agree" "never" "always" "mandatory" "school initiative" 1 1 0 1 948 470 1 303 150 150 50 30 23 110 144 9 109 9 0 0 133 8 6 0 "21-25 students" 1 1 1 0 1
"482" 38000491 "Italy" "town" 0 66 22 0 12 "disagree" "agree" "agree" "always" "always" "mandatory" "school initiative" 1 1 1 1 787 599 45 325 50 50 3 4 1 10 180 4 NA NA 100 NA 100 NA 30 NA "15 students or fewer" 10 1 0 0 1
"483" 38000492 "Italy" "small town" 0 60 15 10 15 "disagree" "disagree" "disagree" "always" "always" "mandatory" "school initiative" 0 0 0 0 295 470 2 152 42 42 0 40 5 12 75 15 53 7 45 9 30 6 3 NA "16-20 students" 2 0 0 0 0
"484" 38000493 "Italy" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"485" 38000494 "Bolzano" "town" 0 95 4 NA 1 "strongly agree" "agree" "agree" "never" "never" "school initiative" "mandatory" 1 1 1 1 357 276 10 149 100 100 30 1 40 25 63 27 NA 4 NA 5 NA 0 NA 0 "16-20 students" NA 1 0 0 0
"486" 38000495 "Trento" "city" 0 98 2 NA 0 "agree" "disagree" "strongly disagree" "sometimes" "always" "mandatory" "no" 1 1 1 1 385 428 3 175 120 120 20 5 40 50 75 10 70 5 0 NA NA 1 5 2 "21-25 students" NA 1 1 1 1
"487" 38000496 "Toscana" "town" 0 59 6 1 34 "disagree" "agree" "disagree" "always" "always" "mandatory" "mandatory" 0 1 1 1 133 125 15 89 27 27 11 18 18 17 17 14 17 5 17 14 0 0 0 0 "21-25 students" NA 1 0 1 1
"488" 38000497 "Bolzano" "city" 0 100 NA NA NA "agree" "agree" "disagree" "never" "never" "mandatory" "school initiative" 0 1 0 0 141 123 NA 68 68 68 0 1 25 20 32 13 28 7 1 1 24 11 0 0 "15 students or fewer" 12 0 0 0 0
"489" 38000498 "Bolzano" "town" 0 95 4 0 1 "disagree" "agree" "strongly agree" "never" "always" "mandatory" "mandatory" 1 1 0 1 150 500 21 130 80 80 5 2 38 87 70 20 61 15 12 3 4 0 NA NA "16-20 students" 2 1 1 1 0
"490" 38000499 "Italy" "town" 0 50 30 0 20 "agree" "disagree" "agree" "always" "always" "school initiative" "no" 0 1 0 0 301 157 35 95 35 35 23 10 13 6 90 30 75 0 0 0 90 30 10 0 "16-20 students" 10 1 0 0 1
"491" 38000500 "Toscana" "town" 0 45 25 0 30 "agree" "disagree" "agree" "always" "always" "mandatory" "school initiative" 1 1 1 1 1720 325 20 450 150 150 20 12 15 10 240 30 210 30 0 0 175 15 2 0 "21-25 students" NA 1 1 0 1
"492" 38000501 "Trento" "small town" 1 100 NA NA NA "strongly agree" "agree" "strongly agree" "never" "always" "school initiative" "no" 0 1 NA 1 35 51 NA 22 22 22 22 3 3 14 6 8 3 NA 0 1 6 7 0 0 "21-25 students" NA 0 1 1 0
"493" 38000502 "Italy" "town" 0 45 52 0 3 "agree" "agree" "agree" "always" "sometimes" "mandatory" "mandatory" 1 0 0 0 139 73 NA 212 156 156 0 45 5 9 110 7 83 NA 2 0 94 6 1 1 "16-20 students" 1 1 0 0 1
"494" 38000503 "Italy" "city" 0 46 28 0 26 "disagree" "disagree" "strongly disagree" "sometimes" "sometimes" "mandatory" "mandatory" 1 1 0 1 254 1182 10 293 75 75 0 10 2 70 170 43 149 43 31 3 138 40 1 0 "21-25 students" 0 1 0 1 0
"495" 38000504 "Toscana" "city" 0 48 43 0 9 "agree" "disagree" "strongly disagree" "sometimes" "sometimes" "mandatory" "school initiative" 1 1 1 1 546 889 NA 308 94 94 11 2 71 110 99 5 96 5 0 0 96 5 4 2 "21-25 students" NA 1 1 1 1
"496" 38000505 "Toscana" "town" 0 60 40 0 0 "agree" "agree" "agree" "always" "always" "mandatory" "no" 1 0 1 1 1277 358 10 335 300 300 50 20 25 450 170 15 170 15 170 15 160 5 5 0 "21-25 students" 3 1 1 0 1
"497" 38000506 "Trento" "town" 0 71 0 0 29 "agree" "disagree" "disagree" "sometimes" "always" "mandatory" "no" 1 1 0 1 228 728 4 197 170 150 20 54 40 30 NA NA NA NA NA NA NA NA NA NA "21-25 students" 0 0 0 0 1
"498" 38000507 "Trento" "town" 0 80 20 NA NA "strongly agree" "agree" "disagree" "never" "always" "mandatory" "no" 1 1 0 1 74 424 0 101 220 220 90 30 30 8 33 32 6 NA NA NA 33 32 0 0 "16-20 students" 0 0 1 1 1
"499" 38000508 "Trento" "town" 0 99 0 1 0 "agree" "agree" "agree" "always" "never" "school initiative" "mandatory" 1 1 1 1 139 327 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "16-20 students" 0 1 1 0 1
"500" 38000509 "Italy" "town" 0 55 40 0 5 "agree" "agree" "agree" "never" "always" "school initiative" "no" 1 1 1 1 662 640 3 277 60 60 0 8 7 130 102 10 102 10 5 1 97 9 1 NA "21-25 students" NA 1 1 1 1
"501" 38000510 "Italy" "town" 0 47 5 0 48 "agree" "agree" "disagree" "always" "sometimes" "mandatory" "no" 1 1 1 1 93 106 5 199 11 11 11 36 5 10 98 9 98 9 98 9 0 0 0 0 "16-20 students" 0 1 0 1 1
"502" 38000511 "Italy" "town" 0 60 30 10 NA "strongly agree" "agree" "agree" "sometimes" "sometimes" "mandatory" "no" 1 1 1 1 433 383 3 146 61 61 40 26 2 64 86 5 81 NA 85 NA 10 NA 2 NA "21-25 students" 1 1 1 0 1
"503" 38000512 "Bolzano" "town" 0 100 NA NA NA "agree" "disagree" "disagree" "never" "always" "school initiative" "mandatory" 1 1 1 1 188 325 5 88 50 50 0 25 25 20 54 14 47 7 0 0 34 10 0 0 "21-25 students" 0 1 1 1 0
"504" 38000513 "Italy" "town" 0 95 5 0 0 "disagree" "agree" "strongly disagree" "never" "never" "mandatory" "mandatory" 0 1 0 1 NA NA 28 NA NA NA NA NA NA NA 93 5 93 5 0 0 79 5 0 0 "21-25 students" 0 1 0 0 0
"505" 38000514 "Italy" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"506" 38000515 "Bolzano" "town" 0 98 NA NA 2 "disagree" "agree" "strongly disagree" NA NA "mandatory" "mandatory" 1 1 1 1 210 248 9 159 46 46 0 4 3 5 61 NA 58 NA 61 NA 0 NA 0 NA "21-25 students" NA 1 1 1 1
"507" 38000516 "Bolzano" "town" 0 99 1 NA NA "strongly agree" "agree" "disagree" "sometimes" "always" "school initiative" "mandatory" 0 0 0 1 483 300 10 84 85 85 25 0 52 10 45 40 40 38 25 15 25 15 0 0 "16-20 students" 1 1 1 1 0
"508" 38000517 "Italy" "town" 0 36 9 0 55 "strongly agree" "disagree" "disagree" "always" "always" "school initiative" "mandatory" 1 1 1 1 550 370 20 210 90 90 0 40 44 10 110 10 110 10 100 8 10 0 2 0 "21-25 students" 1 1 0 1 1
"509" 38000518 "Toscana" "city" 0 37 39 0 24 "agree" "disagree" "disagree" "always" "always" "mandatory" "no" 1 0 0 1 407 950 4 322 55 55 0 13 9 12 121 8 88 7 33 1 66 5 13 0 "26-30 students" 1 1 1 0 1
"510" 38000519 "Toscana" "city" 0 52 35 0 13 "agree" "disagree" "strongly disagree" "never" "sometimes" "mandatory" "no" 0 1 1 1 601 397 7 229 60 60 30 45 50 7 79 3 79 3 0 0 79 3 7 1 "21-25 students" NA 1 0 0 1
"511" 38000520 "Italy" "city" 1 100 0 0 0 "strongly agree" "agree" "strongly agree" "never" "never" "school initiative" "mandatory" 1 1 1 1 14 147 NA 46 29 29 29 5 8 3 7 14 0 0 2 1 5 6 1 0 "21-25 students" NA 0 1 1 1
"512" 38000521 "Sardegna" "small town" 0 51 25 0 24 "strongly agree" "strongly agree" "agree" "always" "always" "mandatory" "no" 1 1 1 1 416 400 NA 151 50 50 0 44 8 10 77 5 NA NA NA NA 0 NA 3 NA "16-20 students" 5 1 1 NA NA
"513" 38000522 "Toscana" "town" 0 50 40 0 10 "agree" "agree" "agree" "always" "always" "mandatory" "mandatory" 1 1 0 1 73 68 2 41 24 24 2 1 1 1 20 3 16 3 0 0 20 3 1 NA "21-25 students" 5 1 0 0 0
"514" 38000523 "Bolzano" "town" 0 65 35 0 0 "disagree" "disagree" "agree" "sometimes" "always" "school initiative" "mandatory" 0 1 1 1 68 46 10 17 17 17 0 30 5 10 4 7 3 4 NA NA NA NA NA NA "21-25 students" 10 1 0 1 1
"515" 38000524 "Bolzano" "town" 0 60 40 NA NA "disagree" "agree" "disagree" "never" "never" "school initiative" "school initiative" 0 1 1 0 NA NA 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "21-25 students" 2 1 1 0 1
"516" 38000525 "Italy" "town" 0 46 23 0 31 "disagree" "agree" "disagree" "always" "always" "mandatory" "no" NA NA 0 0 602 344 1 185 44 44 4 5 3 7 138 23 138 6 20 6 126 8 3 0 "16-20 students" 2 0 0 0 1
"517" 38000526 "Toscana" "town" 0 30 18 24 28 "agree" "disagree" "agree" "always" "sometimes" "mandatory" "no" 0 1 0 1 921 183 1 252 116 116 50 4 31 49 112 16 91 6 101 11 34 0 11 0 "21-25 students" 2 0 1 1 0
"518" 38000527 "Italy" "small town" 0 30 8 20 42 "disagree" "agree" "strongly disagree" "never" "sometimes" "school initiative" "mandatory" 1 1 1 1 232 178 41 140 80 80 74 15 15 20 31 2 31 2 1 2 30 0 1 0 "21-25 students" NA 1 0 0 1
"519" 38000528 "Italy" "city" 0 10 90 NA NA "disagree" "agree" "agree" "never" "always" "school initiative" "school initiative" 1 1 0 0 1624 88 50 465 40 40 10 90 90 100 220 NA 220 NA 220 NA 100 NA 10 NA "21-25 students" 0 0 0 0 0
"520" 38000529 "Toscana" "city" 0 90 6 1 3 "disagree" "agree" "agree" "sometimes" "always" "mandatory" "no" 1 1 1 1 804 528 10 295 180 180 6 3 6 10 175 18 160 18 140 15 80 12 15 3 "21-25 students" 3 1 0 1 1
"521" 38000530 "Italy" "city" 0 68 5 19 8 "agree" "disagree" "strongly disagree" "sometimes" "always" "mandatory" "mandatory" 1 0 1 1 805 756 1 308 308 308 308 4 70 114 104 18 104 18 104 18 NA NA NA NA "26-30 students" 0 1 1 0 0
"522" 38000531 "Italy" "village" 0 45 9 0 46 "agree" "agree" "agree" "never" "sometimes" "mandatory" "mandatory" 1 1 0 1 304 387 1 111 90 90 10 37 3 17 68 36 68 33 0 0 68 33 3 0 "16-20 students" 0 1 1 1 1
