"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "private"
"4767" 4000211 0 2 2 3 0 -0.6133 0.9683 1.203 -1.0244 1.314 -0.9285 200 200 50 292.888 352.785 335.403 23 -1.4212 -0.6465 0.2268 -2.0409 "missing"
"4768" 4000211 0 3 2 5 0 -1.8939 -3.2583 -0.7823 0.0916 -0.3472 1.0346 200 150 100 324.747 376.02 347.958 23 -1.4212 -0.6465 0.2268 -2.0409 "missing"
"4769" 4000211 0 1 0 2 0 0.4637 -0.8341 -0.7823 -0.9953 -0.4377 1.0346 200 200 50 423.439 374.095 301.941 23 -1.4212 -0.6465 0.2268 -2.0409 "missing"
"4772" 4000211 1 1 0 5 0 1.8905 -3.2367 3.8591 0.7464 0.6259 -2.0819 200 200 250 537.615 406.426 479.722 23 -1.4212 -0.6465 0.2268 -2.0409 "missing"
"4773" 4000211 0 1 0 5 0 -0.687 -0.6693 1.8633 -0.112 -0.9422 -0.6576 220 220 55 395.327 374.869 382.157 23 -1.4212 -0.6465 0.2268 -2.0409 "missing"
"4774" 4000212 1 1 0 5 0 -5e-04 -1.3216 2.0604 -0.8788 -0.3971 -1.2947 150 150 100 441.147 357.233 467.91 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4775" 4000212 0 1 0 5 0 0.4637 0.6818 -0.7823 -0.3211 1.314 -0.6576 150 150 400 395.346 337.112 433.364 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4776" 4000212 0 1 0 3 0 -0.3799 0.2096 -0.7823 0.1138 -1.3684 0.2127 150 150 1150 458.094 459.089 546.132 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4778" 4000212 1 1 0 4 0 -0.13 0.6818 -0.7823 -0.6925 -0.5488 1.0346 150 150 50 547.6 513.255 492.29 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4779" 4000212 0 2 2 3 1 -0.0288 -1.1615 3.8591 -1.3538 0.039 1.0346 100 200 50 389.074 357.173 290.677 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4780" 4000212 1 1 0 4 0 -1.8939 1.4903 -0.7823 -0.0505 0.1597 1.0346 150 150 50 530.414 499.06 479.051 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4781" 4000212 1 1 0 4 0 1.0671 0.4951 0.8233 -0.2655 -0.8154 -1.5824 100 100 0 428.964 388.139 402.014 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4782" 4000212 0 1 0 4 0 1.8905 2.7249 -0.7823 -0.839 0.385 -1.3964 150 150 50 408.612 417.141 373.312 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4783" 4000212 1 1 0 3 0 -0.687 2.7249 -0.7823 -0.001 0.1597 1.0346 150 150 1150 613.809 548.447 560.697 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4784" 4000212 0 1 0 5 0 -0.9823 2.7249 -0.7823 -0.3235 0.4522 1.0346 150 150 350 383.774 466.127 453.423 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4785" 4000212 1 1 0 5 0 -0.13 -0.7814 3.8591 -0.2315 -0.9306 -1.2947 150 150 200 561.351 439.573 490.574 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4786" 4000212 1 2 2 5 0 1.0671 -0.9911 0.8233 -0.4819 0.385 -1.5847 150 150 350 314.001 296.245 401.805 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4787" 4000212 1 1 0 5 0 -0.7592 -1.0188 1.2618 0.5589 -0.1667 1.0346 150 150 50 379.826 398.901 455.589 18 -1.4212 -1.8617 -1.5397 -2.0409 "missing"
"4790" 4000213 1 1 0 6 0 0.2734 -0.7362 1.8016 0.7352 -0.2327 -1.1847 100 100 1250 377.916 361.637 447.773 33 1.2478 1.3859 0.7009 0.5642 "missing"
"4791" 4000213 1 1 0 3 0 -0.687 -0.8392 -0.7823 -0.624 -0.3971 -0.6576 100 300 50 503.698 467.666 539.6 33 1.2478 1.3859 0.7009 0.5642 "missing"
"4797" 4000213 1 2 3 5 1 -1.1597 -1.435 1.5082 -0.3131 -2.0248 -0.6576 100 150 100 466.928 388.023 473.08 33 1.2478 1.3859 0.7009 0.5642 "missing"
"4800" 4000213 1 2 0 4 0 -1.4242 0.0914 0.7703 -1.1446 -2.1621 1.0346 100 150 100 525.573 447.079 477.797 33 1.2478 1.3859 0.7009 0.5642 "missing"
"4802" 4000213 1 1 0 3 0 -1.059 0.6818 -0.7823 -0.3457 -1.3583 1.0346 100 100 100 379.045 302.566 374.036 33 1.2478 1.3859 0.7009 0.5642 "missing"
"4803" 4000213 1 1 2 2 0 -0.2006 -0.6529 -0.7823 -1.4927 0.4522 -0.6576 100 150 100 463.34 427.728 473.362 33 1.2478 1.3859 0.7009 0.5642 "missing"
"4804" 4000213 1 1 0 5 0 0.176 0.1837 1.5082 0.8142 -0.0037 -0.6439 100 150 0 490.355 396.666 484.012 33 1.2478 1.3859 0.7009 0.5642 "missing"
"4809" 4000213 1 3 2 0 1 -0.687 -0.6659 -0.7823 -3.2591 -0.0037 -1.5824 100 150 100 326.652 316.329 362.222 33 1.2478 1.3859 0.7009 0.5642 "missing"
"4810" 4000213 1 3 2 4 0 1.1422 -0.0358 0.7703 -1.0081 -1.2781 1.0346 100 150 100 385.011 311.219 362.743 33 1.2478 1.3859 0.7009 0.5642 "missing"
"4816" 4000213 1 1 0 6 0 1.3423 -0.4458 1.1928 -0.4222 -0.1719 0.6402 100 150 100 423.53 393.907 442.225 33 1.2478 1.3859 0.7009 0.5642 "missing"
"4819" 4000214 1 1 0 3 0 0.4637 2.7249 -0.7823 -0.8178 -1.2781 0.3622 100 100 1800 453.18 424.949 468.11 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4820" 4000214 1 1 0 3 0 0.8207 0.0672 0.8233 -0.8264 1.314 0.2127 190 190 190 550.92 516.05 471.726 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4823" 4000214 0 1 0 5 0 0.1097 0.6713 0.7703 0.3826 -0.5778 -1.1847 100 100 200 555.615 533.158 576.711 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4824" 4000214 1 1 2 5 0 -1.8939 0.9303 0.2907 -0.1726 1.314 1.0346 100 100 650 415.348 299.799 375.149 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4825" 4000214 0 1 0 5 0 0.4637 0.6246 -0.7823 -0.18 1.314 -0.6576 200 200 200 380.623 387.019 359.867 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4827" 4000214 1 1 0 3 0 0.4637 -0.6613 -0.7823 -1.0999 0.2384 -1.2947 100 100 1800 353.473 379.444 382.542 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4830" 4000214 0 1 0 4 0 -0.13 -0.0358 1.7669 -0.2273 -0.7074 -1.5824 0 110 0 507.922 445.435 532.537 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4832" 4000214 1 1 0 5 0 -1.8939 -3.2367 -0.7823 0.0291 1.314 1.0346 1500 1250 400 405.018 345.874 406.808 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4834" 4000214 0 1 0 3 0 -0.9823 2.7249 -0.7823 -0.8518 -2.7106 -1.1847 0 100 0 409.422 438.723 497.893 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4835" 4000214 1 1 0 5 0 1.0944 2.7249 1.1928 0.0479 -1.1846 1.0346 100 100 100 436.138 385.126 438.603 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4836" 4000214 1 1 0 3 0 -0.13 -0.5707 1.1625 -0.5935 -2.7106 -1.6775 45 45 45 500.444 518.207 559.147 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4839" 4000214 0 1 0 5 0 1.8905 -1.3416 2.0987 0.7565 -1.555 1.0346 0 90 0 367.007 392.646 369.872 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4843" 4000214 1 1 0 5 1 0.4637 0.9517 -0.7823 1.2179 -0.7278 0.2169 100 100 150 382.258 360.627 391.413 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4844" 4000214 0 1 0 5 0 0.1097 2.7249 1.1625 0.4467 0.7628 1.0346 0 100 0 461.814 443.573 454.275 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4847" 4000214 1 1 0 3 0 0.4637 -0.5265 -0.7823 -1.1303 0.6259 -0.6576 0 100 1250 472.91 416.12 480.766 23 -1.4212 -0.6465 -1.1401 -1.2225 "missing"
"4852" 4000215 1 1 0 6 0 -0.687 1.4685 -0.7823 1.3042 1.314 1.0346 200 200 300 605.211 618.667 598.604 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4853" 4000215 1 1 0 5 0 1.8905 1.4685 -0.7823 0.9534 -2.7106 -1.58 150 150 200 635.201 706.639 635.284 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4854" 4000215 0 1 0 6 0 -1.2319 1.4326 -0.7823 0.755 1.314 1.0346 150 150 250 516.507 609.561 577.698 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4855" 4000215 1 1 2 3 0 -1.8939 1.4903 -0.7823 -0.8644 0.7628 0.2169 150 150 100 588.283 532.849 499.315 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4856" 4000215 1 1 0 5 0 -1.4869 0.9423 -0.7823 -0.1129 -1.7418 -0.6576 150 150 250 573.903 575.942 652.552 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4857" 4000215 0 1 0 6 0 0.4637 0.6818 0.2907 0.3019 1.314 0.6364 150 150 300 518.748 571.923 548.463 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4858" 4000215 1 1 2 4 1 -1.8939 0.6818 -0.7823 -0.3235 -0.7769 1.0346 150 150 100 499.348 490.665 409.286 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4859" 4000215 0 1 0 6 0 0.1097 -0.3184 -0.7823 0.8979 -1.5447 0.2169 150 150 250 651.559 679.021 614.037 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4860" 4000215 0 1 0 6 0 0.5428 2.7249 -0.7823 1.4195 0.2485 1.0346 150 150 250 577.881 668.438 622.395 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4861" 4000215 0 2 0 5 0 -0.9295 0.6818 -0.7823 0.2592 -2.7106 1.0346 150 150 100 433.798 496.866 493.798 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4862" 4000215 1 1 0 6 0 0.4637 -1.435 0.2907 0.8201 -2.1621 1.0346 150 150 250 596.692 540.493 538.973 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4864" 4000215 0 1 0 6 0 1.0671 2.7249 -0.7823 1.0131 0.2148 1.0346 150 150 100 561.76 573.688 506.438 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4866" 4000215 0 2 0 4 0 -1.8939 0.6818 -0.7823 -0.072 -1.2781 -0.6576 150 150 400 482.569 514.086 513.135 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4867" 4000215 0 1 0 5 1 0.4637 0.472 -0.7823 0.9488 -2.7106 -0.6576 150 150 100 471.524 518.801 474.078 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4869" 4000215 0 1 0 6 0 -1.8939 0.6818 -0.7823 0.5642 -1.5447 1.0346 150 150 300 644.595 587.391 598.127 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4870" 4000215 0 1 0 6 0 -0.3799 0.0427 0.7703 1.1628 0.2048 1.0346 150 150 250 676.284 628.48 610.032 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4872" 4000215 0 1 0 3 0 -0.687 2.7249 -0.7823 0.1339 -0.1206 1.0346 150 150 100 571.015 591.198 505.868 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4873" 4000215 0 1 0 3 0 -0.3799 -0.8632 1.7316 -0.4732 -0.1605 1.0346 150 150 350 559.938 596.076 511.007 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4875" 4000215 1 1 0 6 0 -0.687 2.7249 0.2907 0.9222 -0.5088 -0.6576 150 150 450 566.582 535.823 601.953 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4877" 4000215 0 1 0 5 0 1.3423 0.9423 -0.7823 0.4874 0.1694 0.6402 150 150 300 594.862 603.659 546.79 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4878" 4000215 0 1 0 6 0 0.4637 -0.0358 -0.7823 1.5896 -1.0305 1.0346 150 150 300 548.256 555.544 535.156 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4879" 4000215 1 1 0 5 0 -0.687 1.4685 -0.7823 0.5846 -0.7769 0.2127 150 150 250 736.335 725.202 719.724 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4880" 4000215 1 1 0 6 0 -1.8939 0.9423 0.2907 1.0612 -1.6916 1.0346 150 150 100 489.515 513.079 512.374 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4881" 4000215 0 1 0 6 0 -0.687 -0.0647 -0.7823 0.4537 -0.0348 0.0116 150 150 400 671.22 706.047 675.116 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4882" 4000215 1 1 2 5 1 -1.8939 2.7249 -0.7823 -0.4131 1.314 1.0346 150 200 250 527.646 476.589 489.465 23 0.4698 1.7184 1.0522 0.9355 "missing"
"4884" 4000217 0 1 0 5 0 0.052 -0.6464 -0.7823 0.814 1.314 -2.4468 240 360 600 497.195 505.154 552.625 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4885" 4000217 0 1 0 6 0 1.3423 0.3018 0.7703 1.5105 -0.9422 0.6402 100 150 200 558.077 616.453 529.077 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4890" 4000217 0 1 0 4 0 -0.7592 -0.3184 1.7669 0.4447 -0.3882 1.0346 100 150 100 567.121 585.227 557.004 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4894" 4000217 0 1 0 3 0 0.4637 0.2243 -0.7823 0.3323 -0.5575 1.0346 100 150 150 551.747 590.234 612.094 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4895" 4000217 0 1 0 6 0 1.8905 -1.0653 0.1462 -0.5178 -0.7366 0.3586 150 150 100 503.714 527.172 489.062 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4896" 4000217 0 1 0 4 0 -1.0109 0.4951 0.2907 -0.5185 0.2148 1.0346 100 150 100 463.959 509.631 496.701 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4897" 4000217 0 1 0 4 0 1.3423 -0.9744 2.0604 -0.5559 -1.3684 1.0346 100 150 100 498.091 436.917 358.941 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4898" 4000217 0 3 2 6 0 -1.8939 1.4685 -0.7823 1.2416 1.314 1.0346 150 250 100 306.883 331.118 342.336 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4899" 4000217 0 1 0 5 0 -0.1748 0.5166 0.2907 -0.393 -0.2327 1.0346 150 150 200 466.377 630.842 623.609 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4900" 4000217 0 1 0 5 0 1.3423 0.3018 0.7703 -0.8511 -1.3245 1.0346 100 150 100 531.174 522.637 478.491 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4901" 4000217 0 3 2 4 0 -0.9295 1.1073 -0.7823 -1.0473 -2.0248 1.0346 150 75 150 361.277 361.019 366.573 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4902" 4000217 0 1 0 5 1 0.4637 2.7249 -0.7823 0.5305 -2.7106 1.0346 100 150 100 380.171 397.099 414.594 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4903" 4000217 0 1 0 3 0 -0.3799 0.6818 -0.7823 0.0467 -0.7366 1.0346 100 100 100 421.58 450.582 459.315 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4904" 4000217 0 1 0 4 0 -1.4869 0.9423 -0.7823 -0.6608 -0.5088 1.0346 100 100 100 491.099 520.507 561.923 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4905" 4000217 0 1 0 4 0 0.052 -1.1174 1.2618 -1.1701 1.314 1.0346 100 150 100 597.757 522.272 507.638 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4906" 4000217 0 1 0 3 0 1.3423 -0.9165 0.7703 -0.5081 -1.2781 -1.0657 100 100 100 504.763 556.481 579.917 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4907" 4000217 0 1 0 5 1 -0.687 0.4846 -0.7823 -0.2595 -2.0248 0.3622 100 150 100 450.653 366.341 388.197 18 1.7368 0.5059 0.8153 0.9229 "missing"
"4908" 4000218 0 1 0 6 0 1.1422 2.7249 0.2907 1.4601 -2.0248 1.0346 200 150 300 522.533 615.515 557.826 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4909" 4000218 0 2 0 6 0 -1.8939 0.9303 -0.7823 1.4804 -1.0726 1.0346 150 150 550 525.858 556.547 550.749 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4910" 4000218 0 2 2 5 0 1.4083 -0.3184 -0.7823 -0.8306 -1.415 1.0346 150 150 550 467.364 594.058 534.344 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4911" 4000218 1 1 0 6 0 0.4637 0.6818 -0.7823 0.7783 1.314 1.0346 150 150 350 642.728 677.655 701.109 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4913" 4000218 0 1 0 5 0 1.8905 -0.9331 1.1625 -0.0344 -0.3673 -1.0657 200 150 350 550.167 606.254 552.443 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4914" 4000218 0 1 0 6 0 0.8207 0.3241 0.1462 0.8479 -2.1621 0.6402 200 150 200 623.409 718.821 691.273 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4915" 4000218 1 1 0 5 0 -1.8939 0.3241 0.1462 0.2118 -0.3172 0.6364 200 150 300 568.797 625.171 624.215 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4916" 4000218 1 1 0 6 0 -1.8939 1.4685 -0.7823 2.0051 1.314 0.2127 200 150 450 608.688 642.309 635.898 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4917" 4000218 1 1 3 5 0 0.4637 0.4458 0.2907 -0.2158 -0.6176 -0.6439 200 200 200 509.318 566.914 515.871 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4918" 4000218 1 3 2 6 0 0.8794 0.4846 -0.7823 1.0856 -0.5088 -0.6576 200 150 200 581.308 580.35 639.784 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4919" 4000218 1 1 0 6 0 -0.13 1.4685 0.8233 1.442 0.385 1.0346 200 150 350 635.2 646.264 618.98 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4920" 4000218 1 1 0 6 0 1.4083 0.4749 0.2907 0.8989 -0.7161 0.6364 150 150 400 482.158 577.571 560.389 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4921" 4000218 1 2 0 4 0 0.4637 0.7274 0.8615 0.0081 -0.3673 0.2169 150 150 550 667.056 663.987 674.364 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4922" 4000218 0 1 0 3 0 -0.687 2.7249 -0.7823 -0.1098 -0.7659 0.6402 200 150 200 483.202 517.191 524.499 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4923" 4000218 1 1 0 4 0 -0.9823 0.1935 0.2907 -0.3303 -1.017 0.3622 150 200 150 541.327 569.815 521.337 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4924" 4000218 1 1 0 6 0 -0.687 -0.0553 0.2907 1.0244 0.7628 1.0346 150 150 550 617.978 603.737 618.381 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4925" 4000218 1 3 2 5 0 0.4637 -0.6659 -0.7823 -2.4042 -0.2023 -1.1847 220 165 330 472.502 484.498 511.785 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4926" 4000218 1 1 0 6 0 -1.4242 -0.3564 0.2907 1.4467 0.6259 0.6364 150 150 300 523.314 497.014 509.57 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4927" 4000218 0 1 0 4 0 0.052 0.3018 -0.7823 0.2126 -1.1864 0.6364 150 150 100 601.729 538.442 578.598 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4928" 4000218 0 3 0 6 0 -1.8939 0.6818 -0.7823 0.7267 0.2148 1.0346 200 150 300 493.793 593.366 609.44 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4929" 4000218 0 1 0 6 0 -0.687 -0.8867 -0.7823 0.9919 -0.7161 1.0346 150 200 350 514.203 516.682 551.007 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4930" 4000218 1 1 0 6 0 0.8794 -2.4306 0.6725 1.1442 -2.7106 -0.6576 150 150 550 533.579 603.852 628.558 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4931" 4000218 1 2 2 6 0 0.4637 -0.6659 0.2907 0.9608 -0.1512 -1.5824 150 150 450 546.346 500.587 484.311 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4932" 4000218 0 1 2 6 1 -0.9823 0.2949 -0.7823 1.0048 -0.9734 0.6402 200 200 300 489.627 643.566 639.46 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4933" 4000218 0 1 0 6 0 -0.0288 0.2863 -0.7823 1.4713 0.7628 1.0346 200 150 500 537.913 602.317 466.764 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4934" 4000218 1 1 0 6 0 -1.4869 2.7249 0.8615 1.0015 1.314 1.0346 250 250 250 546.848 537.669 557.537 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4935" 4000218 1 1 0 6 0 0.052 0.6818 0.2308 1.1503 -0.3971 0.5029 220 165 330 707.924 642.502 683.377 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4936" 4000218 1 1 2 6 0 1.8905 -0.7876 0.8615 1.528 0.7015 1.0346 250 250 250 541.363 640.735 671.043 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4937" 4000218 1 2 0 6 0 -0.7592 2.7249 -0.7823 1.3664 0.7628 1.0346 150 150 550 551.858 516.316 617.316 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4938" 4000218 1 1 0 6 0 -1.8939 1.4903 -0.7823 1.7342 -1.1481 1.0346 180 135 180 605.325 535.591 564.171 23 0.4399 0.4214 0.6058 0.6101 "missing"
"4939" 4000219 1 1 0 6 0 0.1097 0.4846 -0.7823 1.4479 -1.1408 1.0346 150 200 350 496.765 419.263 462.34 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4940" 4000219 1 1 0 5 0 -0.2006 0.0544 0.2907 0.9451 -0.2023 -0.6576 100 150 600 490.899 435.884 475.761 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4941" 4000219 1 1 0 6 0 -1.8939 -0.3025 1.7926 0.5275 -2.1621 -0.9167 150 150 750 548.28 490.215 520.207 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4942" 4000219 1 1 0 5 0 -0.687 0.3018 1.7926 -0.2362 -1.7803 1.0346 100 200 500 623.244 542.23 627.177 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4943" 4000219 1 1 0 6 0 -1.8939 -1.435 1.1625 -0.0124 1.314 0.0224 150 150 250 576.991 511.07 513.603 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4944" 4000219 0 1 0 5 0 -1.2792 1.4685 -0.7823 0.4664 -0.3971 -0.6576 150 150 500 704.581 555.193 572.733 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4945" 4000219 1 1 0 6 0 -1.1597 2.7249 0.2308 -0.1938 0.2485 1.0346 150 150 800 623.778 603.462 643.789 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4946" 4000219 1 1 0 6 0 -1.4869 0.9683 0.2907 0.2665 -1.5103 1.0346 150 150 300 539.271 556.46 565.769 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4947" 4000219 1 1 0 6 0 0.8207 0.6344 0.8615 0.7665 -1.3684 1.0346 150 150 600 656.645 668.444 638.471 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4948" 4000219 1 1 0 5 0 -0.2006 2.7249 -0.7823 -0.3458 -1.1481 1.0346 150 150 1250 590.602 461.427 553.392 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4949" 4000219 1 1 0 5 0 -0.2006 1.4326 0.2907 -0.44 -1.1965 1.0346 150 150 200 619.423 534.875 552.5 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4950" 4000219 1 1 0 6 0 -0.687 -1.0572 1.1625 1.342 -1.5135 -1.9687 135 135 270 426.311 333.323 348.825 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4951" 4000219 1 1 0 5 0 0.3335 2.7249 -0.7823 1.0553 -0.9306 0.2169 100 200 250 661.425 611.726 655.072 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4953" 4000219 0 1 0 6 0 -1.4869 0.1589 -0.7823 1.4368 -1.3583 1.0346 150 150 600 543.875 586.797 623.871 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4954" 4000219 1 1 0 4 0 -1.8939 -0.8741 1.203 0.4589 -0.2023 -0.9285 100 150 100 383.57 353.241 325.274 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4955" 4000219 1 1 0 4 0 -1.2792 0.6818 1.4812 -0.2297 -0.3882 1.0346 150 150 600 695.848 702.041 582.082 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4956" 4000219 1 1 0 6 0 -1.2792 0.8801 -0.7823 1.5362 -1.1481 1.0346 100 150 500 575.316 575.61 606.239 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4958" 4000219 1 1 0 5 0 0.3335 1.4685 1.5346 -0.35 -1.1481 0.2127 100 200 400 577.5 565.52 549.435 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4959" 4000219 1 1 0 5 0 0.052 0.4846 0.8615 -0.1768 -2.1621 1.0346 150 150 400 572.306 489.59 506.841 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4960" 4000219 1 1 0 6 0 1.8905 -1.5698 0.2907 -0.0953 0.0079 1.0346 150 150 300 471.362 490.755 538.508 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4961" 4000219 0 1 0 4 0 1.0944 2.7249 0.8615 -0.2188 -1.3245 1.0346 150 150 600 566.59 535.301 518.85 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4962" 4000219 1 1 0 5 0 -1.8939 2.7249 -0.7823 -0.7001 -0.7769 1.0346 100 250 400 547.292 558.205 594.413 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4963" 4000219 1 1 0 5 0 -0.687 0.4458 -0.7823 0.8232 -1.555 -0.6576 100 150 250 573.873 530.321 548.31 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4964" 4000219 1 1 0 5 0 -0.4342 0.2159 -0.7823 0.4268 0.039 -0.6576 100 200 400 514.434 435.037 510.223 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4965" 4000219 1 1 0 3 0 0.4637 0.0834 0.2907 -0.5863 -0.5197 0.6364 165 165 330 519.198 450.164 445.291 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4966" 4000219 0 1 0 6 0 -0.4342 -1.0499 1.5082 1.514 -0.5488 1.0346 100 200 500 633.96 569.676 571.218 28 0.1 -0.0467 0.2283 1.3735 "missing"
"4967" 4000219 1 1 0 5 0 -1.8939 2.7249 0.2907 0.5287 -0.7366 -0.9167 100 200 600 681.81 578.066 641.443 28 0.1 -0.0467 0.2283 1.3735 "missing"
